,Category,Current Year Total,Date,Difference Method,Month,Monthly Total,Percentage Method,Prior Year Total,Rolling Total,Year
2008-09-01,Kraftfahrzeugsteuer,0.0,2008-09-01,,9,0.0,,0.0,,2008
2008-10-01,Kraftfahrzeugsteuer,0.0,2008-10-01,,10,0.0,,0.0,,2008
2008-11-01,Kraftfahrzeugsteuer,0.0,2008-11-01,,11,0.0,,0.0,,2008
2008-12-01,Kraftfahrzeugsteuer,0.0,2008-12-01,,12,0.0,,0.0,,2008
2009-07-01,Kraftfahrzeugsteuer,612.0,2009-07-01,,7,612.0,,0.0,,2009
2009-08-01,Kraftfahrzeugsteuer,1239.0,2009-08-01,,8,627.0,,0.0,,2009
2009-09-01,Kraftfahrzeugsteuer,1907.0,2009-09-01,,9,668.0,,0.0,,2009
2009-10-01,Kraftfahrzeugsteuer,2540.0,2009-10-01,,10,633.0,,0.0,,2009
2009-11-01,Kraftfahrzeugsteuer,3133.0,2009-11-01,,11,593.0,,0.0,,2009
2009-12-01,Kraftfahrzeugsteuer,3803.0,2009-12-01,,12,670.0,,0.0,,2009
2010-01-01,Kraftfahrzeugsteuer,960.0,2010-01-01,,1,960.0,,0.0,4763.0,2010
2010-02-01,Kraftfahrzeugsteuer,1536.0,2010-02-01,,2,576.0,,0.0,5339.0,2010
2010-03-01,Kraftfahrzeugsteuer,2345.0,2010-03-01,,3,809.0,,0.0,6148.0,2010
2010-04-01,Kraftfahrzeugsteuer,3149.0,2010-04-01,,4,804.0,,0.0,6952.0,2010
2010-05-01,Kraftfahrzeugsteuer,3867.0,2010-05-01,,5,718.0,,0.0,7670.0,2010
2010-06-01,Kraftfahrzeugsteuer,4581.0,2010-06-01,,6,714.0,,0.0,8384.0,2010
2010-07-01,Kraftfahrzeugsteuer,5303.0,2010-07-01,,7,722.0,,661.0,8494.0,2010
2010-08-01,Kraftfahrzeugsteuer,5951.0,2010-08-01,,8,648.0,,1239.0,8515.0,2010
2010-09-01,Kraftfahrzeugsteuer,6592.0,2010-09-01,,9,641.0,,1907.0,8488.0,2010
2010-10-01,Kraftfahrzeugsteuer,7196.0,2010-10-01,,10,604.0,,2540.0,8459.0,2010
2010-11-01,Kraftfahrzeugsteuer,7831.0,2010-11-01,,11,635.0,,3133.0,8501.0,2010
2010-12-01,Kraftfahrzeugsteuer,8488.0,2010-12-01,,12,657.0,,3803.0,8488.0,2010
2011-01-01,Kraftfahrzeugsteuer,979.0,2011-01-01,,1,979.0,,960.0,8507.0,2011
2011-02-01,Kraftfahrzeugsteuer,1532.0,2011-02-01,,2,553.0,,1536.0,8484.0,2011
2011-03-01,Kraftfahrzeugsteuer,2349.0,2011-03-01,,3,817.0,,2345.0,8492.0,2011
2011-04-01,Kraftfahrzeugsteuer,3062.0,2011-04-01,,4,713.0,,3149.0,8401.0,2011
2011-05-01,Kraftfahrzeugsteuer,3857.0,2011-05-01,,5,795.0,,3867.0,8478.0,2011
2011-06-01,Kraftfahrzeugsteuer,4564.0,2011-06-01,,6,707.0,,4581.0,8471.0,2011
2011-07-01,Kraftfahrzeugsteuer,5227.0,2011-07-01,,7,663.0,,5303.0,8412.0,2011
2011-08-01,Kraftfahrzeugsteuer,5913.0,2011-08-01,,8,686.0,,5951.0,8450.0,2011
2011-09-01,Kraftfahrzeugsteuer,6570.0,2011-09-01,,9,657.0,,6592.0,8466.0,2011
2011-10-01,Kraftfahrzeugsteuer,7175.0,2011-10-01,,10,605.0,,7196.0,8467.0,2011
2011-11-01,Kraftfahrzeugsteuer,7810.0,2011-11-01,,11,635.0,,7831.0,8467.0,2011
2011-12-01,Kraftfahrzeugsteuer,8422.0,2011-12-01,,12,612.0,,8488.0,8422.0,2011
2012-01-01,Kraftfahrzeugsteuer,973.0,2012-01-01,,1,973.0,,979.0,8416.0,2012
2012-02-01,Kraftfahrzeugsteuer,1569.0,2012-02-01,,2,596.0,,1532.0,8459.0,2012
2012-03-01,Kraftfahrzeugsteuer,2328.0,2012-03-01,,3,759.0,,2349.0,8401.0,2012
2012-04-01,Kraftfahrzeugsteuer,3099.0,2012-04-01,,4,771.0,,3062.0,8459.0,2012
2012-05-01,Kraftfahrzeugsteuer,3898.0,2012-05-01,,5,799.0,,3857.0,8463.0,2012
2012-06-01,Kraftfahrzeugsteuer,4585.0,2012-06-01,,6,687.0,,4564.0,8443.0,2012
2012-07-01,Kraftfahrzeugsteuer,5332.0,2012-07-01,,7,747.0,,5227.0,8527.0,2012
2012-08-01,Kraftfahrzeugsteuer,6002.0,2012-08-01,,8,670.0,,5913.0,8511.0,2012
2012-09-01,Kraftfahrzeugsteuer,6590.0,2012-09-01,,9,588.0,,6570.0,8442.0,2012
2012-10-01,Kraftfahrzeugsteuer,7265.0,2012-10-01,,10,675.0,,7175.0,8512.0,2012
2012-11-01,Kraftfahrzeugsteuer,7902.0,2012-11-01,,11,637.0,,7810.0,8514.0,2012
2012-12-01,Kraftfahrzeugsteuer,8443.0,2012-12-01,,12,541.0,,8422.0,8443.0,2012
2013-01-01,Kraftfahrzeugsteuer,998.0,2013-01-01,,1,998.0,,973.0,8468.0,2013
2013-02-01,Kraftfahrzeugsteuer,1577.0,2013-02-01,,2,579.0,,1569.0,8451.0,2013
2013-03-01,Kraftfahrzeugsteuer,2304.0,2013-03-01,,3,727.0,,2328.0,8419.0,2013
2013-04-01,Kraftfahrzeugsteuer,3155.0,2013-04-01,,4,851.0,,3099.0,8499.0,2013
2013-05-01,Kraftfahrzeugsteuer,3925.0,2013-05-01,,5,770.0,,3898.0,8470.0,2013
2013-06-01,Kraftfahrzeugsteuer,4588.0,2013-06-01,,6,663.0,,4585.0,8446.0,2013
2013-07-01,Kraftfahrzeugsteuer,5363.0,2013-07-01,,7,775.0,,5332.0,8474.0,2013
2013-08-01,Kraftfahrzeugsteuer,6025.0,2013-08-01,,8,662.0,,6002.0,8466.0,2013
2013-09-01,Kraftfahrzeugsteuer,6641.0,2013-09-01,,9,616.0,,6590.0,8494.0,2013
2013-10-01,Kraftfahrzeugsteuer,7329.0,2013-10-01,,10,688.0,,7265.0,8507.0,2013
2013-11-01,Kraftfahrzeugsteuer,7923.0,2013-11-01,,11,594.0,,7902.0,8464.0,2013
2013-12-01,Kraftfahrzeugsteuer,8490.0,2013-12-01,,12,567.0,,8443.0,8490.0,2013
2014-01-01,Kraftfahrzeugsteuer,903.0,2014-01-01,,1,903.0,,998.0,8395.0,2014
2014-02-01,Kraftfahrzeugsteuer,1325.0,2014-02-01,,2,422.0,,1577.0,8238.0,2014
2014-03-01,Kraftfahrzeugsteuer,1861.0,2014-03-01,,3,536.0,,2304.0,8047.0,2014
2014-04-01,Kraftfahrzeugsteuer,2647.0,2014-04-01,,4,786.0,,3155.0,7982.0,2014
2014-05-01,Kraftfahrzeugsteuer,3248.0,2014-05-01,,5,601.0,,3925.0,7813.0,2014
2014-06-01,Kraftfahrzeugsteuer,4378.0,2014-06-01,,6,1130.0,,4588.0,8280.0,2014
2014-07-01,Kraftfahrzeugsteuer,5224.0,2014-07-01,,7,846.0,,5363.0,8351.0,2014
2014-08-01,Kraftfahrzeugsteuer,5804.0,2014-08-01,,8,580.0,,6025.0,8269.0,2014
2014-09-01,Kraftfahrzeugsteuer,6642.0,2014-09-01,,9,838.0,,6641.0,8491.0,2014
2014-10-01,Kraftfahrzeugsteuer,7318.0,2014-10-01,,10,676.0,,7329.0,8479.0,2014
2014-11-01,Kraftfahrzeugsteuer,7981.0,2014-11-01,,11,663.0,,7923.0,8548.0,2014
2014-12-01,Kraftfahrzeugsteuer,8501.0,2014-12-01,,12,520.0,,8490.0,8501.0,2014
2015-01-01,Kraftfahrzeugsteuer,1057.0,2015-01-01,,1,1057.0,,903.0,8655.0,2015
2015-02-01,Kraftfahrzeugsteuer,1623.0,2015-02-01,,2,566.0,,1325.0,8799.0,2015
2015-03-01,Kraftfahrzeugsteuer,2454.0,2015-03-01,,3,831.0,,1861.0,9094.0,2015
2015-04-01,Kraftfahrzeugsteuer,3314.0,2015-04-01,,4,860.0,,2647.0,9168.0,2015
2015-05-01,Kraftfahrzeugsteuer,4027.0,2015-05-01,,5,713.0,,3248.0,9280.0,2015
2015-06-01,Kraftfahrzeugsteuer,4814.0,2015-06-01,,6,787.0,,4378.0,8937.0,2015
2015-07-01,Kraftfahrzeugsteuer,5571.0,2015-07-01,,7,757.0,,5224.0,8848.0,2015
2015-08-01,Kraftfahrzeugsteuer,6221.0,2015-08-01,,8,650.0,,5804.0,8918.0,2015
2015-09-01,Kraftfahrzeugsteuer,6922.0,2015-09-01,,9,701.0,,6642.0,8781.0,2015
2015-10-01,Kraftfahrzeugsteuer,7595.0,2015-10-01,,10,673.0,,7318.0,8778.0,2015
2015-11-01,Kraftfahrzeugsteuer,8201.0,2015-11-01,,11,606.0,,7981.0,8721.0,2015
2015-12-01,Kraftfahrzeugsteuer,8805.0,2015-12-01,,12,604.0,,8501.0,8805.0,2015
2016-01-01,Kraftfahrzeugsteuer,921.0,2016-01-01,,1,921.0,,1057.0,8669.0,2016
2016-02-01,Kraftfahrzeugsteuer,1622.0,2016-02-01,,2,701.0,,1623.0,8804.0,2016
2016-03-01,Kraftfahrzeugsteuer,2489.0,2016-03-01,,3,867.0,,2454.0,8840.0,2016
2016-04-01,Kraftfahrzeugsteuer,3306.0,2016-04-01,,4,817.0,,3314.0,8797.0,2016
2016-05-01,Kraftfahrzeugsteuer,4078.0,2016-05-01,,5,772.0,,4027.0,8856.0,2016
2016-06-01,Kraftfahrzeugsteuer,4855.0,2016-06-01,,6,777.0,,4814.0,8846.0,2016
2016-07-01,Kraftfahrzeugsteuer,5623.0,2016-07-01,,7,768.0,,5571.0,8857.0,2016
2016-08-01,Kraftfahrzeugsteuer,6333.0,2016-08-01,,8,710.0,,6221.0,8917.0,2016
2016-09-01,Kraftfahrzeugsteuer,7053.0,2016-09-01,,9,720.0,,6922.0,8936.0,2016
2016-10-01,Kraftfahrzeugsteuer,7672.0,2016-10-01,,10,619.0,,7595.0,8882.0,2016
2016-11-01,Kraftfahrzeugsteuer,8352.0,2016-11-01,,11,680.0,,8201.0,8956.0,2016
2016-12-01,Kraftfahrzeugsteuer,8952.0,2016-12-01,,12,600.0,,8805.0,8952.0,2016
2017-01-01,Kraftfahrzeugsteuer,883.0,2017-01-01,,1,883.0,,921.0,8914.0,2017
2017-02-01,Kraftfahrzeugsteuer,1617.0,2017-02-01,,2,734.0,,1622.0,8947.0,2017
2017-03-01,Kraftfahrzeugsteuer,2536.0,2017-03-01,,3,919.0,,2489.0,8999.0,2017
2017-04-01,Kraftfahrzeugsteuer,3293.0,2017-04-01,,4,757.0,,3306.0,8939.0,2017
2017-05-01,Kraftfahrzeugsteuer,4067.0,2017-05-01,,5,774.0,,4078.0,8941.0,2017
2017-06-01,Kraftfahrzeugsteuer,4910.0,2017-06-01,,6,843.0,,4855.0,9007.0,2017
2017-07-01,Kraftfahrzeugsteuer,5628.0,2017-07-01,,7,718.0,,5623.0,8957.0,2017
2017-08-01,Kraftfahrzeugsteuer,6348.0,2017-08-01,,8,720.0,,6333.0,8967.0,2017
2017-09-01,Kraftfahrzeugsteuer,7042.0,2017-09-01,,9,694.0,,7053.0,8941.0,2017
2017-10-01,Kraftfahrzeugsteuer,7688.0,2017-10-01,,10,646.0,,7672.0,8968.0,2017
2017-11-01,Kraftfahrzeugsteuer,8383.0,2017-11-01,,11,695.0,,8352.0,8983.0,2017
2017-12-01,Kraftfahrzeugsteuer,8948.0,2017-12-01,,12,565.0,,8952.0,8948.0,2017
2018-01-01,Kraftfahrzeugsteuer,905.0,2018-01-01,,1,905.0,,883.0,8970.0,2018
2018-02-01,Kraftfahrzeugsteuer,1644.0,2018-02-01,,2,739.0,,1617.0,8975.0,2018
2018-03-01,Kraftfahrzeugsteuer,2602.0,2018-03-01,,3,958.0,,2536.0,9014.0,2018
2018-04-01,Kraftfahrzeugsteuer,3344.0,2018-04-01,,4,742.0,,3293.0,8999.0,2018
2018-05-01,Kraftfahrzeugsteuer,4143.0,2018-05-01,,5,799.0,,4067.0,9024.0,2018
2018-06-01,Kraftfahrzeugsteuer,4963.0,2018-06-01,,6,820.0,,4910.0,9001.0,2018
2018-07-01,Kraftfahrzeugsteuer,5672.0,2018-07-01,,7,709.0,,5628.0,8992.0,2018
2018-08-01,Kraftfahrzeugsteuer,6437.0,2018-08-01,,8,765.0,,6348.0,9037.0,2018
2018-09-01,Kraftfahrzeugsteuer,7091.0,2018-09-01,,9,654.0,,7042.0,8997.0,2018
2018-10-01,Kraftfahrzeugsteuer,7766.0,2018-10-01,,10,675.0,,7688.0,9026.0,2018
2018-11-01,Kraftfahrzeugsteuer,8507.0,2018-11-01,,11,741.0,,8383.0,9072.0,2018
2018-12-01,Kraftfahrzeugsteuer,9047.0,2018-12-01,,12,540.0,,8948.0,9047.0,2018
2008-01-01,Kaffeesteuer,93.0,2008-01-01,,1,93.0,,0.0,,2008
2008-02-01,Kaffeesteuer,164.0,2008-02-01,,2,71.0,,0.0,,2008
2008-03-01,Kaffeesteuer,232.0,2008-03-01,,3,68.0,,0.0,,2008
2008-04-01,Kaffeesteuer,321.0,2008-04-01,,4,89.0,,0.0,,2008
2008-05-01,Kaffeesteuer,406.0,2008-05-01,,5,85.0,,0.0,,2008
2008-06-01,Kaffeesteuer,481.0,2008-06-01,,6,75.0,,0.0,,2008
2008-07-01,Kaffeesteuer,559.0,2008-07-01,,7,78.0,,0.0,,2008
2008-08-01,Kaffeesteuer,640.0,2008-08-01,,8,81.0,,0.0,,2008
2008-09-01,Kaffeesteuer,721.0,2008-09-01,,9,81.0,,0.0,,2008
2008-10-01,Kaffeesteuer,809.0,2008-10-01,,10,88.0,,0.0,,2008
2008-11-01,Kaffeesteuer,906.0,2008-11-01,,11,97.0,,0.0,,2008
2008-12-01,Kaffeesteuer,1008.0,2008-12-01,,12,102.0,,0.0,1008.0,2008
2009-01-01,Kaffeesteuer,94.0,2009-01-01,,1,94.0,,93.0,1009.0,2009
2009-02-01,Kaffeesteuer,158.0,2009-02-01,,2,64.0,,164.0,1002.0,2009
2009-03-01,Kaffeesteuer,225.0,2009-03-01,,3,67.0,,232.0,1001.0,2009
2009-04-01,Kaffeesteuer,321.0,2009-04-01,,4,96.0,,321.0,1008.0,2009
2009-05-01,Kaffeesteuer,410.0,2009-05-01,,5,89.0,,406.0,1012.0,2009
2009-06-01,Kaffeesteuer,488.0,2009-06-01,,6,78.0,,481.0,1015.0,2009
2009-07-01,Kaffeesteuer,563.0,2009-07-01,,7,75.0,,559.0,1012.0,2009
2009-08-01,Kaffeesteuer,643.0,2009-08-01,,8,80.0,,640.0,1011.0,2009
2009-09-01,Kaffeesteuer,722.0,2009-09-01,,9,79.0,,721.0,1009.0,2009
2009-10-01,Kaffeesteuer,807.0,2009-10-01,,10,85.0,,809.0,1006.0,2009
2009-11-01,Kaffeesteuer,898.0,2009-11-01,,11,91.0,,906.0,1000.0,2009
2009-12-01,Kaffeesteuer,997.0,2009-12-01,,12,99.0,,1008.0,997.0,2009
2010-01-01,Kaffeesteuer,104.0,2010-01-01,,1,104.0,,94.0,1007.0,2010
2010-02-01,Kaffeesteuer,168.0,2010-02-01,,2,64.0,,158.0,1007.0,2010
2010-03-01,Kaffeesteuer,238.0,2010-03-01,,3,70.0,,225.0,1010.0,2010
2010-04-01,Kaffeesteuer,338.0,2010-04-01,,4,100.0,,321.0,1014.0,2010
2010-05-01,Kaffeesteuer,422.0,2010-05-01,,5,84.0,,410.0,1009.0,2010
2010-06-01,Kaffeesteuer,500.0,2010-06-01,,6,78.0,,488.0,1009.0,2010
2010-07-01,Kaffeesteuer,580.0,2010-07-01,,7,80.0,,563.0,1014.0,2010
2010-08-01,Kaffeesteuer,660.0,2010-08-01,,8,80.0,,643.0,1014.0,2010
2010-09-01,Kaffeesteuer,747.0,2010-09-01,,9,87.0,,722.0,1022.0,2010
2010-10-01,Kaffeesteuer,831.0,2010-10-01,,10,84.0,,807.0,1021.0,2010
2010-11-01,Kaffeesteuer,908.0,2010-11-01,,11,77.0,,898.0,1007.0,2010
2010-12-01,Kaffeesteuer,1002.0,2010-12-01,,12,94.0,,997.0,1002.0,2010
2011-01-01,Kaffeesteuer,101.0,2011-01-01,,1,101.0,,104.0,999.0,2011
2011-02-01,Kaffeesteuer,178.0,2011-02-01,,2,77.0,,168.0,1012.0,2011
2011-03-01,Kaffeesteuer,248.0,2011-03-01,,3,70.0,,238.0,1012.0,2011
2011-04-01,Kaffeesteuer,343.0,2011-04-01,,4,95.0,,338.0,1007.0,2011
2011-05-01,Kaffeesteuer,432.0,2011-05-01,,5,89.0,,422.0,1012.0,2011
2011-06-01,Kaffeesteuer,521.0,2011-06-01,,6,89.0,,500.0,1023.0,2011
2011-07-01,Kaffeesteuer,600.0,2011-07-01,,7,79.0,,580.0,1022.0,2011
2011-08-01,Kaffeesteuer,679.0,2011-08-01,,8,79.0,,660.0,1021.0,2011
2011-09-01,Kaffeesteuer,759.0,2011-09-01,,9,80.0,,747.0,1014.0,2011
2011-10-01,Kaffeesteuer,844.0,2011-10-01,,10,85.0,,831.0,1015.0,2011
2011-11-01,Kaffeesteuer,926.0,2011-11-01,,11,82.0,,908.0,1020.0,2011
2011-12-01,Kaffeesteuer,1028.0,2011-12-01,,12,102.0,,1002.0,1028.0,2011
2012-01-01,Kaffeesteuer,98.0,2012-01-01,,1,98.0,,101.0,1025.0,2012
2012-02-01,Kaffeesteuer,171.0,2012-02-01,,2,73.0,,178.0,1021.0,2012
2012-03-01,Kaffeesteuer,256.0,2012-03-01,,3,85.0,,248.0,1036.0,2012
2012-04-01,Kaffeesteuer,357.0,2012-04-01,,4,101.0,,343.0,1042.0,2012
2012-05-01,Kaffeesteuer,435.0,2012-05-01,,5,78.0,,432.0,1031.0,2012
2012-06-01,Kaffeesteuer,523.0,2012-06-01,,6,88.0,,521.0,1030.0,2012
2012-07-01,Kaffeesteuer,605.0,2012-07-01,,7,82.0,,600.0,1033.0,2012
2012-08-01,Kaffeesteuer,685.0,2012-08-01,,8,80.0,,679.0,1034.0,2012
2012-09-01,Kaffeesteuer,769.0,2012-09-01,,9,84.0,,759.0,1038.0,2012
2012-10-01,Kaffeesteuer,849.0,2012-10-01,,10,80.0,,844.0,1033.0,2012
2012-11-01,Kaffeesteuer,950.0,2012-11-01,,11,101.0,,926.0,1052.0,2012
2012-12-01,Kaffeesteuer,1054.0,2012-12-01,,12,104.0,,1028.0,1054.0,2012
2013-01-01,Kaffeesteuer,95.0,2013-01-01,,1,95.0,,98.0,1051.0,2013
2013-02-01,Kaffeesteuer,164.0,2013-02-01,,2,69.0,,171.0,1047.0,2013
2013-03-01,Kaffeesteuer,238.0,2013-03-01,,3,74.0,,256.0,1036.0,2013
2013-04-01,Kaffeesteuer,333.0,2013-04-01,,4,95.0,,357.0,1030.0,2013
2013-05-01,Kaffeesteuer,420.0,2013-05-01,,5,87.0,,435.0,1039.0,2013
2013-06-01,Kaffeesteuer,500.0,2013-06-01,,6,80.0,,523.0,1031.0,2013
2013-07-01,Kaffeesteuer,578.0,2013-07-01,,7,78.0,,605.0,1027.0,2013
2013-08-01,Kaffeesteuer,660.0,2013-08-01,,8,82.0,,685.0,1029.0,2013
2013-09-01,Kaffeesteuer,739.0,2013-09-01,,9,79.0,,769.0,1024.0,2013
2013-10-01,Kaffeesteuer,829.0,2013-10-01,,10,90.0,,849.0,1034.0,2013
2013-11-01,Kaffeesteuer,922.0,2013-11-01,,11,93.0,,950.0,1026.0,2013
2013-12-01,Kaffeesteuer,1021.0,2013-12-01,,12,99.0,,1054.0,1021.0,2013
2014-01-01,Kaffeesteuer,104.0,2014-01-01,,1,104.0,,95.0,1030.0,2014
2014-02-01,Kaffeesteuer,176.0,2014-02-01,,2,72.0,,164.0,1033.0,2014
2014-03-01,Kaffeesteuer,251.0,2014-03-01,,3,75.0,,238.0,1034.0,2014
2014-04-01,Kaffeesteuer,339.0,2014-04-01,,4,88.0,,333.0,1027.0,2014
2014-05-01,Kaffeesteuer,429.0,2014-05-01,,5,90.0,,420.0,1030.0,2014
2014-06-01,Kaffeesteuer,508.0,2014-06-01,,6,79.0,,500.0,1029.0,2014
2014-07-01,Kaffeesteuer,580.0,2014-07-01,,7,72.0,,578.0,1023.0,2014
2014-08-01,Kaffeesteuer,658.0,2014-08-01,,8,78.0,,660.0,1019.0,2014
2014-09-01,Kaffeesteuer,739.0,2014-09-01,,9,81.0,,739.0,1021.0,2014
2014-10-01,Kaffeesteuer,832.0,2014-10-01,,10,93.0,,829.0,1024.0,2014
2014-11-01,Kaffeesteuer,921.0,2014-11-01,,11,89.0,,922.0,1020.0,2014
2014-12-01,Kaffeesteuer,1016.0,2014-12-01,,12,95.0,,1021.0,1016.0,2014
2015-01-01,Kaffeesteuer,105.0,2015-01-01,,1,105.0,,104.0,1017.0,2015
2015-02-01,Kaffeesteuer,179.0,2015-02-01,,2,74.0,,176.0,1019.0,2015
2015-03-01,Kaffeesteuer,253.0,2015-03-01,,3,74.0,,251.0,1018.0,2015
2015-04-01,Kaffeesteuer,363.0,2015-04-01,,4,110.0,,339.0,1040.0,2015
2015-05-01,Kaffeesteuer,443.0,2015-05-01,,5,80.0,,429.0,1030.0,2015
2015-06-01,Kaffeesteuer,523.0,2015-06-01,,6,80.0,,508.0,1031.0,2015
2015-07-01,Kaffeesteuer,600.0,2015-07-01,,7,77.0,,580.0,1036.0,2015
2015-08-01,Kaffeesteuer,675.0,2015-08-01,,8,75.0,,658.0,1033.0,2015
2015-09-01,Kaffeesteuer,753.0,2015-09-01,,9,78.0,,739.0,1030.0,2015
2015-10-01,Kaffeesteuer,845.0,2015-10-01,,10,92.0,,832.0,1029.0,2015
2015-11-01,Kaffeesteuer,937.0,2015-11-01,,11,92.0,,921.0,1032.0,2015
2015-12-01,Kaffeesteuer,1032.0,2015-12-01,,12,95.0,,1016.0,1032.0,2015
2016-01-01,Kaffeesteuer,108.0,2016-01-01,,1,108.0,,105.0,1035.0,2016
2016-02-01,Kaffeesteuer,171.0,2016-02-01,,2,63.0,,179.0,1024.0,2016
2016-03-01,Kaffeesteuer,255.0,2016-03-01,,3,84.0,,253.0,1034.0,2016
2016-04-01,Kaffeesteuer,349.0,2016-04-01,,4,94.0,,363.0,1018.0,2016
2016-05-01,Kaffeesteuer,428.0,2016-05-01,,5,79.0,,443.0,1017.0,2016
2016-06-01,Kaffeesteuer,506.0,2016-06-01,,6,78.0,,523.0,1015.0,2016
2016-07-01,Kaffeesteuer,589.0,2016-07-01,,7,83.0,,600.0,1021.0,2016
2016-08-01,Kaffeesteuer,675.0,2016-08-01,,8,86.0,,675.0,1032.0,2016
2016-09-01,Kaffeesteuer,766.0,2016-09-01,,9,91.0,,753.0,1045.0,2016
2016-10-01,Kaffeesteuer,853.0,2016-10-01,,10,87.0,,845.0,1040.0,2016
2016-11-01,Kaffeesteuer,939.0,2016-11-01,,11,86.0,,937.0,1034.0,2016
2016-12-01,Kaffeesteuer,1040.0,2016-12-01,,12,101.0,,1032.0,1040.0,2016
2017-01-01,Kaffeesteuer,96.0,2017-01-01,,1,96.0,,108.0,1028.0,2017
2017-02-01,Kaffeesteuer,170.0,2017-02-01,,2,74.0,,171.0,1039.0,2017
2017-03-01,Kaffeesteuer,249.0,2017-03-01,,3,79.0,,255.0,1034.0,2017
2017-04-01,Kaffeesteuer,347.0,2017-04-01,,4,98.0,,349.0,1038.0,2017
2017-05-01,Kaffeesteuer,428.0,2017-05-01,,5,81.0,,428.0,1040.0,2017
2017-06-01,Kaffeesteuer,518.0,2017-06-01,,6,90.0,,506.0,1052.0,2017
2017-07-01,Kaffeesteuer,596.0,2017-07-01,,7,78.0,,589.0,1047.0,2017
2017-08-01,Kaffeesteuer,672.0,2017-08-01,,8,76.0,,675.0,1037.0,2017
2017-09-01,Kaffeesteuer,763.0,2017-09-01,,9,91.0,,766.0,1037.0,2017
2017-10-01,Kaffeesteuer,855.0,2017-10-01,,10,92.0,,853.0,1042.0,2017
2017-11-01,Kaffeesteuer,949.0,2017-11-01,,11,94.0,,939.0,1050.0,2017
2017-12-01,Kaffeesteuer,1057.0,2017-12-01,,12,108.0,,1040.0,1057.0,2017
2018-01-01,Kaffeesteuer,90.0,2018-01-01,,1,90.0,,96.0,1051.0,2018
2018-02-01,Kaffeesteuer,167.0,2018-02-01,,2,77.0,,170.0,1054.0,2018
2018-03-01,Kaffeesteuer,243.0,2018-03-01,,3,76.0,,249.0,1051.0,2018
2018-04-01,Kaffeesteuer,341.0,2018-04-01,,4,98.0,,347.0,1051.0,2018
2018-05-01,Kaffeesteuer,420.0,2018-05-01,,5,79.0,,428.0,1049.0,2018
2018-06-01,Kaffeesteuer,503.0,2018-06-01,,6,83.0,,518.0,1042.0,2018
2018-07-01,Kaffeesteuer,583.0,2018-07-01,,7,80.0,,596.0,1044.0,2018
2018-08-01,Kaffeesteuer,665.0,2018-08-01,,8,82.0,,672.0,1050.0,2018
2018-09-01,Kaffeesteuer,750.0,2018-09-01,,9,85.0,,763.0,1044.0,2018
2018-10-01,Kaffeesteuer,836.0,2018-10-01,,10,86.0,,855.0,1038.0,2018
2018-11-01,Kaffeesteuer,931.0,2018-11-01,,11,95.0,,949.0,1039.0,2018
2018-12-01,Kaffeesteuer,1037.0,2018-12-01,,12,106.0,,1057.0,1037.0,2018
2008-01-01,Alkoholsteuer,225.0,2008-01-01,,1,225.0,,0.0,,2008
2008-02-01,Alkoholsteuer,461.0,2008-02-01,,2,236.0,,0.0,,2008
2008-03-01,Alkoholsteuer,627.0,2008-03-01,,3,166.0,,0.0,,2008
2008-04-01,Alkoholsteuer,763.0,2008-04-01,,4,136.0,,0.0,,2008
2008-05-01,Alkoholsteuer,937.0,2008-05-01,,5,174.0,,0.0,,2008
2008-06-01,Alkoholsteuer,1107.0,2008-06-01,,6,170.0,,0.0,,2008
2008-07-01,Alkoholsteuer,1270.0,2008-07-01,,7,163.0,,0.0,,2008
2008-08-01,Alkoholsteuer,1424.0,2008-08-01,,8,154.0,,0.0,,2008
2008-09-01,Alkoholsteuer,1595.0,2008-09-01,,9,171.0,,0.0,,2008
2008-10-01,Alkoholsteuer,1757.0,2008-10-01,,10,162.0,,0.0,,2008
2008-11-01,Alkoholsteuer,1937.0,2008-11-01,,11,180.0,,0.0,,2008
2008-12-01,Alkoholsteuer,2129.0,2008-12-01,,12,192.0,,0.0,2129.0,2008
2009-01-01,Alkoholsteuer,200.0,2009-01-01,,1,200.0,,225.0,2104.0,2009
2009-02-01,Alkoholsteuer,455.0,2009-02-01,,2,255.0,,461.0,2123.0,2009
2009-03-01,Alkoholsteuer,594.0,2009-03-01,,3,139.0,,627.0,2096.0,2009
2009-04-01,Alkoholsteuer,734.0,2009-04-01,,4,140.0,,763.0,2100.0,2009
2009-05-01,Alkoholsteuer,910.0,2009-05-01,,5,176.0,,937.0,2102.0,2009
2009-06-01,Alkoholsteuer,1073.0,2009-06-01,,6,163.0,,1107.0,2095.0,2009
2009-07-01,Alkoholsteuer,1230.0,2009-07-01,,7,157.0,,1270.0,2089.0,2009
2009-08-01,Alkoholsteuer,1391.0,2009-08-01,,8,161.0,,1424.0,2096.0,2009
2009-09-01,Alkoholsteuer,1561.0,2009-09-01,,9,170.0,,1595.0,2095.0,2009
2009-10-01,Alkoholsteuer,1721.0,2009-10-01,,10,160.0,,1757.0,2093.0,2009
2009-11-01,Alkoholsteuer,1894.0,2009-11-01,,11,173.0,,1937.0,2086.0,2009
2009-12-01,Alkoholsteuer,2103.0,2009-12-01,,12,209.0,,2129.0,2103.0,2009
2010-01-01,Alkoholsteuer,189.0,2010-01-01,,1,189.0,,200.0,2092.0,2010
